# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
#
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
#
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 348         4.926       51.970      -0.70       Cabauw Mast
# FG        : Etmaalgemiddelde windsnelheid (in 0.1 m/s) / Daily mean windspeed (in 0.1 m/s)
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# PG        : Etmaalgemiddelde luchtdruk herleid tot zeeniveau (in 0.1 hPa) berekend uit 24 uurwaarden / Daily mean sea level pressure (in 0.1 hPa) calculated from 24 hourly values
# UG        : Etmaalgemiddelde relatieve vochtigheid (in procenten) / Daily mean relative atmospheric humidity (in percents)
# STN,YYYYMMDD,   FG,   TG,   PG,   UG
  348,20211123,   14,   68,10300,   94
  348,20211124,   18,   64,10211,   96
  348,20211125,   25,   51,10110,   90
  348,20211126,   55,   42, 9922,   93
  348,20211127,   35,   32, 9891,   94
  348,20211128,   23,   21, 9992,   94
  348,20211129,   42,   39,10087,   89
  348,20211130,   72,   89,10056,   96
  348,20211201,   82,   75, 9937,   89
  348,20211202,   32,   23,10044,   89
  348,20211203,   65,   33,10052,   94
  348,20211204,   39,   48, 9961,   95
  348,20211205,   34,   43,10028,   92
  348,20211206,   45,   30,10100,   95
  348,20211207,   57,   40,10024,   88
  348,20211208,   62,   46, 9957,   87
  348,20211209,   49,   31,10011,   95
  348,20211210,   35,   34, 9955,   91
  348,20211211,   32,   46,10149,   94
  348,20211212,   58,   88,10208,   98
  348,20211213,   40,   91,10257,   93
  348,20211214,   46,   88,10269,   96
  348,20211215,   43,   91,10306,   96
  348,20211216,   14,   64,10374,   97
  348,20211217,   17,   73,10406,   96
  348,20211218,   19,   61,10393,   98
  348,20211219,   28,   66,10318,   95
  348,20211220,   16,   41,10283,   83
  348,20211221,   15,  -11,10266,   91
  348,20211222,   26,  -19,10225,   92
  348,20211223,   51,   22,10089,   93
  348,20211224,   45,   78,10043,   96
  348,20211225,   51,   -4,10085,   76
  348,20211226,   39,  -10,10053,   78
  348,20211227,   38,   60, 9975,   98
  348,20211228,   65,   88, 9921,   95
  348,20211229,   52,   92,10052,   96
  348,20211230,   96,  128,10137,   93
  348,20211231,   78,  125,10180,   88
  348,20220101,   48,  117,10207,   92
  348,20220102,   84,  114,10111,   87
  348,20220103,   74,   94,10076,   88
  348,20220104,   40,   63, 9981,   89
  348,20220105,   65,   46,10070,   84
  348,20220106,   41,   29,10171,   87
  348,20220107,   59,   29,10094,   91
  348,20220108,   60,   29,10013,   94
  348,20220109,   49,   39,10007,   88
  348,20220110,   28,   18,10218,   96
  348,20220111,   34,   21,10324,   92
  348,20220112,   22,   37,10393,   99
  348,20220113,   38,   41,10399,   99
  348,20220114,   23,   40,10353,   98
  348,20220115,   35,   22,10274,   99
  348,20220116,   45,   51,10251,   95
  348,20220117,   40,   54,10345,   92
  348,20220118,   18,   35,10373,   98
  348,20220119,   39,   39,10244,   94
  348,20220120,   49,   32,10295,   83
  348,20220121,   35,   41,10341,   89
  348,20220122,   30,   59,10345,   92
  348,20220123,   16,   57,10355,   91
  348,20220124,   15,   42,10344,   81
  348,20220125,   11,   31,10340,   83
  348,20220126,   45,   40,10307,   88
  348,20220127,   66,   67,10247,   87
  348,20220128,   45,   56,10323,   87
  348,20220129,   83,   90,10239,   84
  348,20220130,   45,   55,10266,   76
  348,20220131,  105,   56,10134,   80
  348,20220201,   76,   73,10156,   86
  348,20220202,   50,   84,10194,   88
  348,20220203,   62,   75,10145,   92
  348,20220204,   75,   65,10094,   85
  348,20220205,   82,   60,10164,   83
  348,20220206,  112,   75,10029,   85
  348,20220207,   65,   59,10224,   78
  348,20220208,   74,   95,10257,   84
  348,20220209,   60,   86,10238,   94
  348,20220210,   35,   64,10203,   85
  348,20220211,   48,   37,10297,   79
  348,20220212,   48,   24,10254,   77
  348,20220213,   67,   57,10078,   73
  348,20220214,   78,   84, 9999,   80
  348,20220215,   70,   70,10069,   89
  348,20220216,  118,  110, 9945,   91
  348,20220217,  110,   87,10046,   72
  348,20220218,  124,   81, 9976,   78
  348,20220219,  103,   59,10086,   75
  348,20220220,  113,   81,10018,   91
  348,20220221,  115,   64,10029,   77
  348,20220222,   65,   67,10167,   88
  348,20220223,   55,   68,10218,   79
  348,20220224,   70,   59,10104,   78
  348,20220225,   55,   43,10230,   84
  348,20220226,   27,   28,10337,   86
  348,20220227,   48,   44,10306,   69
  348,20220228,   38,   41,10292,   67
  348,20220301,   24,   50,10275,   74
  348,20220302,   29,   63,10233,   59
  348,20220303,   38,   53,10188,   57
  348,20220304,   40,   46,10205,   65
  348,20220305,   28,   21,10215,   79
  348,20220306,   44,   22,10270,   72
  348,20220307,   36,   28,10263,   69
  348,20220308,   50,   46,10209,   55
  348,20220309,   38,   65,10218,   55
  348,20220310,   38,   84,10213,   57
  348,20220311,   60,   95,10131,   52
  348,20220312,   50,  111,10148,   66
  348,20220313,   49,  117,10132,   65
  348,20220314,   38,   86,10243,   85
  348,20220315,   22,   79,10245,   83
  348,20220316,   47,   93,10213,   77
  348,20220317,   45,   73,10303,   78
  348,20220318,   25,   79,10428,   76
  348,20220319,   55,   89,10400,   58
  348,20220320,   45,   47,10288,   72
  348,20220321,   26,   85,10303,   67
  348,20220322,   22,  118,10307,   64
  348,20220323,   16,  103,10303,   65
  348,20220324,   19,   94,10297,   72
  348,20220325,   29,   85,10310,   76
  348,20220326,   30,  100,10324,   75
  348,20220327,   32,  100,10307,   75
  348,20220328,   22,   81,10221,   87
  348,20220329,   30,   80,10122,   84
  348,20220330,   33,   63,10050,   77
  348,20220331,   49,   21,10016,   93
  348,20220401,   70,   22,10113,   78
  348,20220402,   43,   25,10201,   64
  348,20220403,   30,   24,10225,   82
  348,20220404,   85,   71,10082,   91
  348,20220405,   63,  101,10053,   91
  348,20220406,   93,   96, 9978,   86
  348,20220407,  116,   86, 9870,   79
  348,20220408,   45,   58, 9991,   77
  348,20220409,   53,   47,10127,   79
  348,20220410,   26,   60,10201,   70
  348,20220411,   41,   98,10152,   60
  348,20220412,   36,  135,10096,   66
  348,20220413,   25,  124,10170,   87
  348,20220414,   26,  119,10221,   83
  348,20220415,   27,  102,10286,   81
  348,20220416,   39,  108,10318,   65
  348,20220417,   36,  114,10254,   51
  348,20220418,   26,  126,10178,   53
  348,20220419,   31,  127,10151,   60
  348,20220420,   39,  121,10161,   58
  348,20220421,   43,  129,10126,   60
  348,20220422,   51,  130,10073,   65
  348,20220423,   60,  137,10043,   62
  348,20220424,   54,  116,10061,   66
  348,20220425,   34,   86,10130,   84
  348,20220426,   45,   90,10202,   74
  348,20220427,   26,   75,10270,   77
  348,20220428,   36,   89,10307,   75
  348,20220429,   39,   84,10298,   77
  348,20220430,   28,   79,10274,   82
  348,20220501,   16,   87,10237,   73
  348,20220502,   27,  109,10204,   68
  348,20220503,   31,   97,10200,   83
  348,20220504,   17,  102,10196,   74
  348,20220505,   19,  122,10228,   82
  348,20220506,   22,  137,10250,   81
  348,20220507,   35,  144,10243,   79
  348,20220508,   38,  116,10282,   72
  348,20220509,   16,  145,10243,   67
  348,20220510,   50,  170,10160,   67
  348,20220511,   65,  160,10111,   66
  348,20220512,   43,  135,10179,   69
  348,20220513,   60,  141,10194,   69
  348,20220514,   25,  151,10213,   73
  348,20220515,   34,  187,10179,   54
  348,20220516,   47,  174,10159,   74
  348,20220517,   23,  185,10193,   77
  348,20220518,   27,  189,10201,   77
  348,20220519,   32,  171,10187,   88
  348,20220520,   37,  135,10181,   87
  348,20220521,   43,  141,10205,   78
  348,20220522,   23,  160,10144,   69
  348,20220523,   32,  158,10013,   84
  348,20220524,   53,  129,10060,   82
  348,20220525,   67,  137,10144,   80
  348,20220526,   70,  159,10197,   77
  348,20220527,   56,  134,10219,   71
  348,20220528,   49,  119,10216,   72
  348,20220529,   35,  103,10158,   81
  348,20220530,   15,  107,10141,   75
  348,20220531,   25,  129,10132,   74
  348,20220601,   40,  122,10160,   80
  348,20220602,   20,  136,10211,   72
  348,20220603,   40,  174,10185,   61
  348,20220604,   50,  171,10200,   68
  348,20220605,   43,  163,10136,   86
  348,20220606,   66,  140,10133,   89
  348,20220607,   40,  158,10121,   81
  348,20220608,   45,  155,10068,   90
  348,20220609,   45,  158,10153,   75
  348,20220610,   43,  176,10204,   80
  348,20220611,   41,  169,10222,   71
  348,20220612,   37,  158,10222,   74
  348,20220613,   37,  144,10233,   72
  348,20220614,   18,  154,10224,   68
  348,20220615,   32,  181,10193,   64
  348,20220616,   20,  188,10228,   59
  348,20220617,   35,  222,10212,   61
  348,20220618,   38,  207,10155,   72
  348,20220619,   44,  146,10132,   78
  348,20220620,   38,  148,10169,   75
  348,20220621,   18,  158,10153,   72
  348,20220622,   32,  186,10133,   67
  348,20220623,   30,  227,10100,   67
  348,20220624,   24,  193,10069,   88
  348,20220625,   29,  182,10109,   85
  348,20220626,   31,  177,10149,   79
  348,20220627,   21,  163,10173,   84
  348,20220628,   28,  179,10196,   67
  348,20220629,   31,  212,10133,   64
  348,20220630,   35,  172,10124,   83
  348,20220701,   48,  157,10180,   79
  348,20220702,   32,  179,10200,   69
  348,20220703,   35,  167,10188,   79
  348,20220704,   32,  166,10204,   76
  348,20220705,   32,  157,10236,   73
  348,20220706,   33,  168,10245,   71
  348,20220707,   59,  161,10253,   77
  348,20220708,   27,  173,10308,   77
  348,20220709,   38,  167,10279,   78
  348,20220710,   35,  168,10261,   77
  348,20220711,   17,  185,10244,   80
  348,20220712,   20,  213,10237,   72
  348,20220713,   38,  210,10205,   71
  348,20220714,   30,  168,10215,   72
  348,20220715,   25,  167,10227,   68
  348,20220716,   38,  172,10251,   70
  348,20220717,   14,  184,10267,   66
  348,20220718,   19,  235,10213,   54
  348,20220719,   31,  284,10152,   42
  348,20220720,   40,  226,10165,   69
  348,20220721,   40,  175,10190,   91
  348,20220722,   18,  173,10203,   75
  348,20220723,   14,  186,10195,   74
  348,20220724,   34,  229,10156,   66
  348,20220725,   55,  206,10102,   73
  348,20220726,   38,  169,10175,   76
  348,20220727,   32,  163,10206,   67
  348,20220728,   37,  174,10186,   59
  348,20220729,   29,  187,10176,   68
  348,20220730,   20,  190,10187,   72
  348,20220731,   43,  193,10159,   89
  348,20220801,   27,  190,10185,   71
  348,20220802,   45,  209,10163,   68
  348,20220803,   34,  230,10144,   73
  348,20220804,   31,  213,10139,   73
  348,20220805,   37,  171,10204,   70
  348,20220806,   21,  157,10278,   71
  348,20220807,   23,  166,10257,   72
  348,20220808,   27,  175,10266,   75
  348,20220809,   37,  192,10281,   72
  348,20220810,   33,  218,10252,   63
  348,20220811,   29,  240,10215,   52
  348,20220812,   25,  247,10183,   49
  348,20220813,   26,  243,10154,   47
  348,20220814,   25,  249,10073,   55
  348,20220815,   26,  223,10042,   71
  348,20220816,   28,  216,10083,   76
  348,20220817,   34,  196,10113,   90
  348,20220818,   20,  199,10136,   83
  348,20220819,   25,  193,10143,   91
  348,20220820,   25,  186,10170,   74
  348,20220821,   29,  184,10164,   78
  348,20220822,   19,  206,10152,   67
  348,20220823,   20,  220,10157,   73
  348,20220824,   18,  232,10179,   75
  348,20220825,   35,  242,10150,   66
  348,20220826,   41,  186,10172,   80
  348,20220827,   25,  164,10183,   77
  348,20220828,   33,  163,10215,   73
  348,20220829,   21,  167,10220,   77
  348,20220830,   43,  185,10215,   69
  348,20220831,   45,  185,10221,   59
  348,20220901,   38,  192,10198,   53
  348,20220902,   38,  200,10139,   49
  348,20220903,   33,  205,10114,   53
  348,20220904,   20,  199,10172,   71
  348,20220905,   30,  224,10181,   60
  348,20220906,   29,  206,10144,   76
  348,20220907,   28,  191,10115,   79
  348,20220908,   40,  174,10075,   83
  348,20220909,   48,  157,10065,   91
  348,20220910,   34,  170,10118,   86
  348,20220911,   10,  165,10185,   84
  348,20220912,   26,  183,10134,   79
  348,20220913,   22,  185,10099,   79
  348,20220914,   14,  155,10065,   82
  348,20220915,   33,  147,10094,   78
  348,20220916,   35,  124,10119,   81
  348,20220917,   46,  124,10154,   78
  348,20220918,   33,  111,10158,   89
  348,20220919,   32,  124,10210,   81
  348,20220920,   20,  124,10244,   82
  348,20220921,   12,  111,10263,   80
  348,20220922,   17,  118,10215,   79
  348,20220923,   27,  139,10149,   82
  348,20220924,   30,  128,10134,   92
  348,20220925,   22,  115,10144,   84
  348,20220926,   51,  116, 9991,   89
  348,20220927,   35,   92, 9974,   91
  348,20220928,   30,   95, 9974,   88
  348,20220929,   13,   93,10033,   86
  348,20220930,   45,  115,10074,   80
  348,20221001,   64,  140,10060,   85
  348,20221002,   35,  130,10191,   85
  348,20221003,   17,  119,10260,   90
  348,20221004,   40,  139,10192,   84
  348,20221005,   69,  155,10149,   79
  348,20221006,   44,  120,10274,   78
  348,20221007,   50,  128,10205,   82
  348,20221008,   36,  112,10215,   84
  348,20221009,   30,  107,10204,   78
  348,20221010,   30,   97,10173,   89
  348,20221011,   13,   90,10262,   85
  348,20221012,   20,   95,10222,   86
  348,20221013,   29,  118,10162,   93
  348,20221014,   30,  131,10101,   96
  348,20221015,   43,  136,10062,   90
  348,20221016,   43,  144,10138,   84
  348,20221017,   34,  154,10198,   95
  348,20221018,   16,  116,10280,   88
  348,20221019,   40,  102,10243,   83
  348,20221020,   43,  130,10106,   93
  348,20221021,   35,  151,10067,   90
  348,20221022,   41,  143,10119,   88
  348,20221023,   45,  150,10066,   87
  348,20221024,   71,  149,10055,   83
  348,20221025,   44,  135,10140,   89
  348,20221026,   41,  148,10156,   86
  348,20221027,   35,  157,10187,   86
  348,20221028,   36,  156,10177,   88
  348,20221029,   28,  158,10172,   87
  348,20221030,   24,  143,10173,   90
  348,20221031,   32,  130,10153,   91
  348,20221101,   87,  142,10116,   75
  348,20221102,   68,  118,10164,   78
  348,20221103,   62,  122,10037,   84
  348,20221104,   23,   85,10081,   92
  348,20221105,   48,   88,10155,   87
  348,20221106,   73,  103,10077,   88
  348,20221107,   70,  127,10082,   87
  348,20221108,   60,  127,10042,   81
  348,20221109,   66,  118,10086,   85
  348,20221110,   50,  109,10226,   90
  348,20221111,   39,   88,10292,   94
  348,20221112,   18,   82,10296,   90
  348,20221113,   21,   80,10214,   82
  348,20221114,   34,   58,10110,   90
  348,20221115,   50,  107,10030,   90
  348,20221116,   48,  103, 9963,   89
  348,20221117,   74,  101, 9869,   88
  348,20221118,   38,   78,10015,   96
  348,20221119,   39,   11,10124,   82
  348,20221120,   25,    0,10080,   95
  348,20221121,   37,   55, 9986,   92
  348,20221122,   57,   65, 9920,   92
  348,20221123,   58,   79, 9968,   91
  348,20221124,   59,   86,10074,   88
  348,20221125,   42,   75,10160,   93
  348,20221126,   41,   68,10266,   94
  348,20221127,   52,   68,10166,   91
  348,20221128,   29,   78,10105,   98
  348,20221129,   11,   61,10192,   99
  348,20221130,   15,   54,10252,   96
  348,20221201,   22,   33,10278,   95
  348,20221202,   43,   28,10249,   86
  348,20221203,   41,   12,10211,   83
  348,20221204,   42,   11,10181,   86
  348,20221205,   32,   48,10198,   96
  348,20221206,   25,   43,10196,   94
  348,20221207,   25,   36,10156,   93
  348,20221208,   29,   25,10075,   95
  348,20221209,   16,   -7,10068,   97
  348,20221210,   35,   -3,10100,   99
  348,20221211,   27,   12,10100,   90
  348,20221212,   19,  -25,10121,   93
  348,20221213,   26,  -33,10096,   89
  348,20221214,   22,  -37,10040,   83
  348,20221215,   25,  -17,10083,   94
  348,20221216,   18,  -15,10164,   94
  348,20221217,   40,  -21,10255,   98
  348,20221218,   42,  -27,10232,   89
  348,20221219,   72,   74,10135,   91
  348,20221220,   54,   93,10099,   95
  348,20221221,   41,   74,10083,   97
  348,20221222,   37,   84,10035,   97
  348,20221223,   45,   94,10028,   96
  348,20221224,   50,   86,10113,   94
  348,20221225,   28,   86,10106,   98
  348,20221226,   57,   61,10144,   87
  348,20221227,   60,   53,10212,   90
  348,20221228,   95,   92,10063,   90
  348,20221229,   95,   87,10023,   86
  348,20221230,   79,   84,10028,   91
  348,20221231,   91,  137,10040,   83
  348,20230101,   69,  119,10113,   82
  348,20230102,   47,   82,10164,   94
  348,20230103,   56,   65,10236,   92
  348,20230104,  110,  115,10137,   88
  348,20230105,   61,  106,10184,   89
  348,20230106,   64,  104,10158,   88
  348,20230107,   73,  100,10076,   84
  348,20230108,   58,   81, 9977,   84
  348,20230109,   54,   66, 9996,   88
  348,20230110,   70,   68,10117,   91
  348,20230111,   88,   97,10083,   86
  348,20230112,  110,  103,10034,   92
  348,20230113,   93,   86,10068,   77
  348,20230114,   81,   82,10019,   90
  348,20230115,   88,   59, 9976,   81
  348,20230116,   51,   41, 9825,   92
  348,20230117,   31,    6, 9878,   86
  348,20230118,   53,   14, 9953,   89
  348,20230119,   43,   24,10052,   86
  348,20230120,   39,    5,10157,   95
  348,20230121,   28,  -16,10324,   97
  348,20230122,   28,    5,10341,   90
  348,20230123,   27,   28,10373,   88
  348,20230124,   27,   17,10387,   84
  348,20230125,   23,   -6,10318,   92
  348,20230126,   37,   40,10251,   90
  348,20230127,   44,   40,10281,   79
  348,20230128,   19,   27,10306,   80
  348,20230129,   60,   40,10245,   86
  348,20230130,   74,   64,10200,   80
  348,20230131,   60,   57,10212,   87
  348,20230201,   89,   76,10192,   77
  348,20230202,   68,   83,10235,   87
  348,20230203,   70,   91,10274,   85
  348,20230204,   15,   74,10362,   93
  348,20230205,   56,   61,10400,   85
  348,20230206,   16,   34,10415,   90
  348,20230207,   16,   -2,10397,   91
  348,20230208,   24,   10,10357,   70
  348,20230209,   34,    8,10323,   84
  348,20230210,   47,   33,10355,   91
  348,20230211,   33,   69,10353,   92
  348,20230212,   15,   70,10385,   84
  348,20230213,   22,   71,10359,   85
  348,20230214,   18,   49,10320,   89
  348,20230215,   29,   50,10251,   87
  348,20230216,   55,   81,10211,   91
  348,20230217,   88,  101,10194,   92
  348,20230218,   79,  101,10185,   92
  348,20230219,   49,   76,10233,   92
  348,20230220,   85,   80,10217,   91
  348,20230221,   39,   76,10184,   96
  348,20230222,   32,   67,10121,   94
  348,20230223,   28,   61,10155,   93
  348,20230224,   49,   40,10090,   88
  348,20230225,   45,   35,10131,   74
  348,20230226,   44,   22,10255,   65
  348,20230227,   30,   22,10305,   73
  348,20230228,   27,   21,10314,   75
  348,20230301,   31,   20,10278,   70
  348,20230302,   39,   31,10244,   84
  348,20230303,   32,   40,10264,   83
  348,20230304,   36,   57,10252,   80
  348,20230305,   23,   32,10158,   88
  348,20230306,   45,   38,10039,   87
  348,20230307,   35,   19, 9983,   93
  348,20230308,   36,    7, 9943,   94
  348,20230309,   34,   18, 9941,   95
  348,20230310,   53,   20, 9932,   92
  348,20230311,   20,   22,10107,   70
  348,20230312,   64,   72,10067,   86
  348,20230313,   97,  122, 9932,   80
  348,20230314,   71,   62, 9997,   79
  348,20230315,   30,   46,10171,   75
  348,20230316,   56,   84,10115,   69
  348,20230317,   30,  112,10066,   73
  348,20230318,   38,  119,10094,   85
  348,20230319,   36,   90,10148,   92
  348,20230320,   53,   81,10178,   94
  348,20230321,   50,  102,10119,   89
  348,20230322,   75,  107,10047,   88
  348,20230323,   80,  126,10010,   80
  348,20230324,   86,  110,10002,   81
  348,20230325,   91,   94,10031,   83
  348,20230326,   41,   69,10064,   85
  348,20230327,   44,   36,10226,   79
  348,20230328,   43,   45,10227,   79
  348,20230329,   43,  106,10113,   83
  348,20230330,   85,  122,10050,   80
  348,20230331,   71,  106, 9926,   93
  348,20230401,   59,   92,10000,   96
  348,20230402,   49,   57,10232,   75
  348,20230403,   43,   53,10310,   60
  348,20230404,   23,   49,10281,   67
  348,20230405,   15,   60,10217,   65
  348,20230406,   43,   72,10146,   85
  348,20230407,   32,   85,10185,   90
  348,20230408,   23,   89,10251,   83
  348,20230409,   27,  110,10234,   73
  348,20230410,   60,  105,10130,   79
  348,20230411,   68,  100,10103,   70
  348,20230412,   66,   89, 9971,   78
  348,20230413,   62,   79,10018,   78
  348,20230414,   36,   94,10080,   68
  348,20230415,   55,   92,10159,   75
  348,20230416,   43,   88,10249,   93
  348,20230417,   40,  100,10271,   85
  348,20230418,   43,   93,10270,   71
  348,20230419,   57,  109,10256,   54
  348,20230420,   48,   84,10187,   67
  348,20230421,   35,  106,10117,   83
  348,20230422,   21,   90,10070,   93
  348,20230423,   48,  113,10024,   88
  348,20230424,   62,   83,10061,   84
  348,20230425,   39,   57,10161,   78
  348,20230426,   17,   57,10198,   77
  348,20230427,   33,   86,10189,   62
  348,20230428,   48,  106,10114,   88
  348,20230429,   33,  109,10203,   75
  348,20230430,   25,  119,10218,   72
  348,20230501,   27,  118,10167,   79
  348,20230502,   38,   92,10265,   71
  348,20230503,   35,   99,10273,   64
  348,20230504,   40,  147,10177,   62
  348,20230505,   24,  136,10161,   88
  348,20230506,   20,  147,10162,   86
  348,20230507,   21,  157,10178,   88
  348,20230508,   23,  149,10202,   90
  348,20230509,   34,  136,10112,   95
  348,20230510,   25,  129,10117,   93
  348,20230511,   17,  131,10156,   91
  348,20230512,   41,  154,10184,   80
  348,20230513,   41,  159,10211,   76
  348,20230514,   35,  135,10180,   86
  348,20230515,   43,  104,10164,   90
  348,20230516,   43,  102,10226,   76
  348,20230517,   35,  105,10277,   72
  348,20230518,   27,  101,10282,   67
  348,20230519,   40,  134,10257,   67
  348,20230520,   44,  157,10221,   62
  348,20230521,   43,  162,10174,   78
  348,20230522,   42,  166,10162,   84
  348,20230523,   52,  121,10234,   74
  348,20230524,   30,  116,10249,   76
  348,20230525,   40,  126,10285,   75
  348,20230526,   46,  124,10306,   69
  348,20230527,   34,  142,10254,   73
  348,20230528,   51,  154,10220,   75
  348,20230529,   57,  126,10261,   69
  348,20230530,   41,  127,10274,   77
  348,20230531,   49,  152,10251,   78
  348,20230601,   48,  126,10233,   77
  348,20230602,   39,  136,10222,   73
  348,20230603,   40,  166,10219,   53
  348,20230604,   45,  155,10227,   65
  348,20230605,   47,  141,10223,   76
  348,20230606,   48,  153,10213,   77
  348,20230607,   40,  157,10206,   76
  348,20230608,   47,  173,10171,   72
  348,20230609,   39,  219,10143,   56
  348,20230610,   36,  242,10152,   45
  348,20230611,   36,  249,10151,   49
  348,20230612,   36,  244,10150,   41
  348,20230613,   43,  223,10142,   44
  348,20230614,   38,  209,10172,   45
  348,20230615,   28,  209,10196,   54
  348,20230616,   21,  195,10186,   58
  348,20230617,   15,  206,10153,   55
  348,20230618,   29,  219,10113,   59
  348,20230619,   48,  210,10119,   67
  348,20230620,   32,  218,10106,   75
  348,20230621,   33,  204,10169,   75
  348,20230622,   27,  189,10176,   83
  348,20230623,   28,  201,10233,   74
  348,20230624,   22,  210,10232,   71
  348,20230625,   27,  246,10159,   62
  348,20230626,   47,  189,10177,   69
  348,20230627,   31,  177,10201,   70
  348,20230628,   28,  186,10177,   83
  348,20230629,   41,  183,10146,   83
  348,20230630,   43,  176,10123,   68
  348,20230701,   59,  176,10048,   85
  348,20230702,   62,  172,10098,   63
  348,20230703,   68,  165,10098,   68
  348,20230704,   44,  168,10105,   73
  348,20230705,   80,  152,10085,   79
  348,20230706,   33,  172,10173,   72
  348,20230707,   33,  219,10187,   52
  348,20230708,   26,  245,10162,   57
  348,20230709,   28,  218,10187,   79
  348,20230710,   28,  201,10201,   71
  348,20230711,   41,  215,10115,   70
  348,20230712,   60,  187,10115,   73
  348,20230713,   44,  175,10163,   79
  348,20230714,   31,  193,10116,   72
  348,20230715,   51,  200,10051,   74
  348,20230716,   72,  184,10120,   69
  348,20230717,   50,  167,10184,   77
  348,20230718,   25,  178,10180,   75
  348,20230719,   27,  178,10139,   81
  348,20230720,   18,  167,10147,   75
  348,20230721,   25,  156,10124,   81
  348,20230722,   46,  160,10120,   85
  348,20230723,   60,  180,10052,   86
  348,20230724,   46,  166,10039,   84
  348,20230725,   33,  151,10089,   74
  348,20230726,   33,  160,10118,   74
  348,20230727,   59,  172,10044,   96
  348,20230728,   40,  192,10066,   88
  348,20230729,   49,  183,10072,   81
  348,20230730,   64,  171,10103,   82
  348,20230731,   65,  172,10043,   94
  348,20230801,   56,  171,10001,   81
  348,20230802,   63,  175, 9911,   87
  348,20230803,   53,  167,10005,   88
  348,20230804,   33,  163,10146,   84
  348,20230805,   37,  153,10100,   89
  348,20230806,   58,  151,10087,   87
  348,20230807,   57,  155,10157,   77
  348,20230808,   49,  158,10133,   80
  348,20230809,   32,  159,10173,   81
  348,20230810,   19,  184,10210,   74
  348,20230811,   31,  206,10187,   81
  348,20230812,   42,  193,10156,   82
  348,20230813,   34,  180,10160,   83
  348,20230814,   25,  202,10134,   77
  348,20230815,   33,  184,10163,   84
  348,20230816,   28,  190,10208,   74
  348,20230817,   37,  183,10197,   82
  348,20230818,   30,  210,10153,   84
  348,20230819,   34,  216,10158,   82
  348,20230820,   21,  198,10225,   78
  348,20230821,   16,  198,10229,   80
  348,20230822,   25,  186,10206,   83
  348,20230823,   24,  191,10197,   79
  348,20230824,   28,  205,10129,   84
  348,20230825,   20,  194,10081,   88
  348,20230826,   39,  160,10098,   85
  348,20230827,   38,  147,10092,   87
  348,20230828,   20,  157,10125,   83
  348,20230829,   20,  146,10113,   84
  348,20230830,   42,  140,10064,   84
  348,20230831,   34,  155,10102,   78
  348,20230901,   18,  165,10131,   91
  348,20230902,   19,  172,10213,   91
  348,20230903,   15,  173,10277,   78
  348,20230904,   25,  188,10245,   76
  348,20230905,   32,  222,10187,   67
  348,20230906,   25,  230,10194,   68
  348,20230907,   30,  230,10182,   68
  348,20230908,   17,  223,10165,   77
  348,20230909,   12,  216,10168,   80
  348,20230910,   25,  249,10162,   72
  348,20230911,   27,  218,10131,   81
  348,20230912,   19,  194,10130,   90
  348,20230913,   36,  168,10188,   80
  348,20230914,   17,  159,10220,   77
  348,20230915,   26,  170,10171,   75
  348,20230916,   22,  191,10142,   74
  348,20230917,   28,  173,10115,   91
  348,20230918,   59,  185,10034,   86
  348,20230919,   83,  164,10079,   80
  348,20230920,   68,  184,10039,   77
